battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT001582,LG Chem,NMC,84.26,821.0,37.23,2.074,1.353,63.14,1.3,0.575,0.1,82.54
BAT011149,BYD,NMC,76.43,338.0,26.19,0.595,0.818,57.96,0.0,0.293,5.63,87.39
BAT000925,LG Chem,NMC,59.75,1025.0,23.27,0.718,0.5,66.32,3.5,0.003,0.36,88.7
BAT002780,Panasonic,LFP,70.88,589.0,24.48,0.5,,56.36,3.7,0.022,0.28,95.1
BAT010701,Tesla,LFP,60.57,1728.0,28.67,1.214,0.784,47.8,10.0,0.224,0.27,82.59
BAT007892,LG Chem,NMC,101.83,1944.0,23.64,0.623,0.677,40.63,8.0,0.35,7.44,66.23
BAT006133,CATL,NMC,61.81,552.0,29.98,0.892,1.452,44.9,2.4,0.189,1.79,
BAT013217,Panasonic,NMC,74.6,509.0,23.34,0.5,1.241,24.05,6.0,0.131,5.6,87.53
BAT005321,Panasonic,LFP,65.61,646.0,45.19,1.216,1.31,40.13,3.2,0.184,2.32,85.68
BAT007313,Panasonic,NMC,66.04,,17.6,1.159,0.677,64.11,1.0,0.287,0.1,92.02
BAT007103,Samsung SDI,NMC,85.19,283.0,,1.884,0.5,36.38,0.6,0.086,1.55,92.77
BAT006043,LG Chem,NCA,75.39,1127.0,22.33,1.141,0.99,39.89,0.6,0.101,2.3,82.78
BAT003776,Samsung SDI,LFP,,728.0,11.36,0.994,1.424,42.72,10.4,0.083,1.25,92.3
BAT004836,,NMC,64.82,537.0,28.45,0.685,0.829,74.23,1.6,0.178,0.5,92.0
BAT012329,Samsung SDI,NMC,76.48,549.0,18.46,1.004,1.035,,1.5,0.461,0.53,89.91
BAT004965,,,76.69,806.0,31.73,0.623,0.5,37.12,4.0,0.221,4.64,84.1
BAT010972,Samsung SDI,LFP,75.56,572.0,15.37,1.078,0.936,58.92,6.4,0.551,0.36,90.3
BAT000540,Tesla,LFP,82.71,1874.0,21.49,1.144,1.093,54.44,3.3,0.317,1.29,80.82
BAT007484,LG Chem,NMC,73.76,590.0,27.34,2.607,0.875,29.93,2.1,0.082,4.09,86.66
BAT002746,BYD,NMC,68.94,918.0,16.93,1.341,0.5,32.95,3.1,0.154,0.1,89.38
BAT003720,Panasonic,NCA,70.13,452.0,31.66,0.5,,73.11,3.6,0.304,2.4,84.35
BAT014313,CATL,LFP,62.6,1055.0,34.51,0.5,1.337,58.85,0.4,0.243,0.47,
BAT006820,CATL,NCA,67.72,661.0,17.74,1.281,0.714,75.14,1.7,0.189,0.3,88.15
BAT013660,Tesla,LFP,57.92,400.0,25.88,0.988,1.406,38.77,3.6,0.323,0.15,94.25
BAT009338,Samsung SDI,NMC,43.47,183.0,41.24,1.517,1.23,60.2,0.2,0.502,2.6,89.14
BAT013320,CATL,LFP,67.94,360.0,30.35,1.885,0.851,48.18,4.3,0.289,1.97,91.35
BAT004469,Samsung SDI,,86.51,887.0,5.88,0.569,1.046,57.69,5.3,,0.28,87.2
BAT000668,Tesla,NMC,98.04,472.0,,1.827,1.238,,0.8,0.352,0.86,90.12
BAT007576,Tesla,NMC,77.98,258.0,31.66,0.5,1.266,34.02,,0.038,3.64,92.03
BAT011212,BYD,NMC,58.42,813.0,32.45,1.127,0.743,71.46,11.5,0.329,0.41,89.09
BAT008550,Tesla,NMC,87.48,1037.0,31.35,1.077,0.791,35.44,2.3,0.12,1.48,84.29
BAT005064,Panasonic,LFP,74.13,1432.0,31.69,0.752,0.5,46.55,2.8,0.314,0.97,85.61
BAT011024,LG Chem,NMC,94.77,283.0,15.01,1.322,1.705,50.76,3.0,0.049,4.03,93.81
BAT010976,,NCA,79.27,972.0,22.8,1.217,0.5,65.66,1.5,0.106,0.81,89.35
BAT001354,BYD,NCA,64.45,638.0,,1.643,1.501,22.45,3.0,0.154,1.55,87.76
BAT013324,LG Chem,NMC,92.62,352.0,28.12,0.5,0.505,45.62,7.5,0.043,2.26,93.19
BAT007115,LG Chem,NCA,64.49,341.0,23.71,0.891,1.334,55.02,3.2,0.192,0.18,93.15
BAT014667,Tesla,NMC,71.97,1337.0,14.73,1.12,0.98,55.92,9.4,0.691,3.29,76.25
BAT008663,Tesla,LFP,93.53,197.0,23.94,0.593,1.493,59.46,2.5,0.417,,95.23
BAT002704,Tesla,,87.18,583.0,32.6,,0.847,49.24,1.2,0.197,2.04,90.06
BAT003331,CATL,LFP,64.52,734.0,35.97,1.803,,52.23,14.9,0.566,2.39,86.03
BAT008054,CATL,LFP,87.27,1163.0,24.03,2.021,0.509,65.82,3.8,0.442,0.56,85.68
BAT011830,Tesla,NMC,72.16,1546.0,27.04,0.515,0.989,,5.0,0.056,,79.44
BAT009589,Panasonic,LFP,95.59,744.0,35.27,1.515,1.592,75.39,2.0,0.252,,86.31
BAT003585,LG Chem,LFP,,,-1.16,2.282,0.974,72.13,5.1,0.42,2.38,90.5
BAT014178,CATL,NMC,57.63,999.0,24.24,0.5,1.134,45.48,2.0,,0.85,83.8
BAT013455,LG Chem,NMC,74.19,948.0,30.41,1.148,1.06,64.49,0.2,0.046,2.3,86.48
BAT005646,Panasonic,LFP,69.39,855.0,27.31,0.5,0.567,51.35,0.9,0.316,2.71,87.5
BAT003377,BYD,LFP,66.06,675.0,,1.014,0.826,39.32,1.2,0.162,4.46,86.76
BAT001257,Panasonic,LFP,91.76,328.0,34.71,0.909,1.232,84.82,,0.036,0.85,90.68
BAT006191,CATL,NMC,48.36,1711.0,37.18,0.5,1.353,70.73,,0.2,3.68,72.1
BAT011705,Tesla,NMC,74.56,,19.46,0.5,1.178,39.61,3.1,0.274,1.08,
BAT013844,Tesla,LFP,70.75,1346.0,25.51,0.5,,58.14,1.3,0.271,3.16,83.08
BAT013971,Panasonic,NMC,78.63,528.0,19.42,1.591,1.228,90.0,,,1.92,91.43
BAT009443,Panasonic,NMC,,898.0,31.51,0.84,1.565,34.3,0.7,0.218,0.1,85.45
BAT013988,,,62.62,527.0,29.91,0.533,1.457,34.01,5.5,0.389,0.46,87.15
BAT005349,LG Chem,NCA,83.67,853.0,,1.282,0.998,72.54,1.1,0.365,3.27,
BAT011004,Panasonic,NMC,89.21,1127.0,20.87,0.54,0.5,38.5,,0.138,0.92,88.05
BAT012491,BYD,NMC,79.06,471.0,27.76,,,56.11,6.2,0.187,0.44,92.34
BAT011477,CATL,LFP,63.18,598.0,34.75,0.664,,54.94,1.2,0.263,2.29,89.82
BAT011126,BYD,,,1425.0,23.5,1.659,1.841,50.57,4.2,0.221,0.98,83.48
BAT004176,Samsung SDI,NMC,91.26,555.0,23.03,1.247,0.991,40.33,3.3,,3.06,88.66
BAT013461,Samsung SDI,NMC,68.73,944.0,6.55,0.5,1.359,46.7,5.5,0.114,0.27,89.28
BAT004911,Samsung SDI,NMC,63.24,304.0,23.49,0.5,1.255,59.86,0.1,0.073,3.96,90.41
BAT001853,BYD,LFP,52.95,1108.0,33.31,0.991,0.663,36.45,0.0,0.099,1.59,83.7
BAT006317,BYD,NMC,45.29,,22.4,0.5,1.244,69.72,,0.308,0.4,86.75
BAT012973,BYD,LFP,57.59,456.0,46.56,0.5,0.686,32.96,1.9,0.178,3.17,87.0
BAT014787,BYD,LFP,72.24,583.0,26.35,0.669,1.032,78.33,2.4,0.166,,94.6
BAT002106,Panasonic,LFP,80.51,397.0,44.54,,0.864,60.08,5.5,0.061,1.73,88.65
BAT000134,Panasonic,NMC,99.76,188.0,13.89,0.5,1.08,,0.6,,0.1,
BAT013429,Panasonic,NMC,79.32,1099.0,10.46,2.432,1.388,59.4,6.4,0.348,1.62,82.67
BAT005030,Tesla,NMC,69.56,587.0,29.72,1.112,1.257,83.56,2.6,0.071,5.06,89.27
BAT000929,CATL,NMC,86.54,590.0,13.65,1.638,1.576,48.43,7.5,0.342,0.44,91.64
BAT000824,LG Chem,LFP,58.64,567.0,42.41,0.834,0.835,72.58,0.9,0.118,0.11,87.26
BAT007577,CATL,NMC,65.78,474.0,,1.493,0.5,76.51,1.4,0.064,1.1,92.14
BAT011633,BYD,LFP,91.08,994.0,,1.113,1.395,77.44,6.0,0.431,1.91,85.41
BAT001532,CATL,LFP,85.31,762.0,28.89,0.692,0.791,34.93,2.3,0.472,9.88,76.45
BAT001215,CATL,,61.6,,24.75,1.228,1.003,22.92,1.6,0.284,2.3,93.14
BAT000505,CATL,LFP,71.49,497.0,10.82,0.5,1.048,41.02,7.1,,1.67,93.53
BAT012478,Panasonic,NMC,70.79,1173.0,10.25,1.671,1.299,39.88,0.4,0.533,0.61,77.98
BAT010189,Tesla,NMC,70.23,,20.19,0.73,0.5,,2.7,0.053,0.11,95.02
BAT006531,CATL,NMC,94.48,1219.0,24.42,0.863,0.5,38.16,3.5,0.153,1.81,86.56
BAT003073,Panasonic,NCA,70.43,686.0,28.02,0.5,0.883,51.36,9.0,0.371,5.46,76.75
BAT010151,,NMC,59.5,640.0,33.26,0.769,0.5,65.22,1.3,0.129,0.27,92.67
BAT009577,BYD,NMC,78.66,603.0,,0.623,1.575,57.84,2.1,0.571,4.39,82.38
BAT009087,LG Chem,NMC,85.52,944.0,18.59,0.5,1.477,48.69,0.3,0.186,1.38,88.5
BAT013117,Panasonic,NMC,63.59,492.0,-9.19,0.607,1.274,49.98,2.4,0.27,3.21,89.74
BAT008648,Tesla,NMC,63.33,360.0,21.31,1.903,0.5,68.71,4.2,0.052,4.71,91.88
BAT006620,BYD,NMC,70.05,267.0,15.75,0.5,0.5,59.72,,0.194,6.55,87.79
BAT013972,CATL,,74.75,946.0,27.44,0.5,0.807,33.64,7.3,0.473,0.1,88.47
BAT009274,LG Chem,NMC,65.82,844.0,16.88,1.358,0.804,41.12,0.2,,0.35,91.71
BAT003710,Samsung SDI,NMC,97.29,499.0,29.19,0.5,0.764,45.81,8.3,0.194,4.9,84.88
BAT014387,BYD,NMC,75.88,323.0,25.71,1.19,,43.04,1.8,0.542,5.23,86.62
BAT004850,Tesla,NMC,83.11,726.0,1.03,1.661,0.524,46.55,0.2,0.51,1.94,84.2
BAT004749,LG Chem,NCA,105.81,522.0,28.85,1.385,1.23,51.77,1.3,0.612,0.74,83.13
BAT004269,BYD,LFP,74.1,507.0,24.89,1.216,1.3,40.1,9.7,0.358,0.88,92.38
BAT011715,Panasonic,NMC,86.27,218.0,5.95,2.298,0.5,44.05,2.7,0.211,0.4,
BAT012327,BYD,NMC,58.12,923.0,27.03,2.34,1.103,83.5,4.5,0.39,1.19,83.12
BAT011795,LG Chem,NMC,49.81,1109.0,34.41,0.515,0.824,70.48,11.5,0.301,0.74,84.0
BAT014821,Panasonic,NCA,65.21,289.0,28.18,1.725,1.251,,,0.161,,94.71
BAT008906,CATL,NMC,64.96,722.0,25.42,2.71,0.723,40.49,0.1,0.085,0.11,90.02
BAT004187,Tesla,LFP,73.81,1132.0,36.06,0.56,1.405,79.74,0.1,0.301,0.58,85.46
BAT010407,Panasonic,NMC,53.07,243.0,31.81,0.923,0.5,62.56,7.3,0.263,1.2,92.61
BAT005302,Tesla,NMC,87.7,824.0,32.57,1.447,1.026,76.35,4.5,0.133,3.9,83.69
BAT002924,Tesla,LFP,82.16,1371.0,38.56,1.051,0.5,52.55,0.1,0.56,0.99,78.59
BAT006589,Tesla,LFP,72.34,520.0,21.07,1.291,1.641,48.15,3.8,0.259,1.4,95.05
BAT001811,CATL,LFP,67.11,712.0,32.09,0.5,1.05,45.08,,0.169,0.43,89.89
BAT003487,Panasonic,NMC,86.32,245.0,43.58,0.763,1.021,49.17,14.3,0.168,0.1,90.05
BAT007420,BYD,NMC,50.86,377.0,24.14,0.918,0.5,36.81,4.0,0.021,3.07,91.61
BAT003142,Samsung SDI,NMC,57.71,282.0,18.19,2.566,1.398,59.29,5.7,0.126,0.63,93.84
BAT010020,Panasonic,LFP,76.76,719.0,20.89,0.5,0.945,44.82,0.3,,3.81,86.59
BAT009348,BYD,NMC,90.81,514.0,30.5,1.43,0.92,74.46,2.3,0.206,2.33,90.47
BAT001325,Samsung SDI,NCA,65.94,569.0,42.67,1.543,0.89,50.26,5.6,0.268,5.66,78.64
BAT004313,Tesla,NMC,57.29,846.0,16.79,1.902,0.5,59.79,1.5,0.238,3.33,87.3
BAT007495,,,87.59,,38.08,1.494,0.995,40.59,0.7,0.293,,82.32
BAT008703,Panasonic,,53.97,641.0,17.52,0.5,1.116,57.71,0.9,0.176,1.9,88.74
BAT009873,Panasonic,NMC,83.78,683.0,27.17,,1.219,80.2,8.5,0.154,3.08,88.49
BAT008692,CATL,NMC,62.38,285.0,45.18,0.5,1.026,68.15,0.6,0.172,1.11,88.72
BAT014262,BYD,NMC,94.95,793.0,30.07,0.594,0.613,44.52,2.6,0.368,3.63,84.81
BAT010049,BYD,NMC,,1011.0,28.81,0.83,0.629,50.65,1.5,0.241,0.64,87.56
BAT009581,Panasonic,NMC,62.29,776.0,27.0,1.538,1.336,76.14,4.9,0.374,3.31,86.05
BAT013808,Panasonic,NCA,49.47,850.0,26.98,1.133,1.35,48.76,0.1,0.253,,83.8
BAT011912,CATL,,70.38,505.0,17.43,0.518,1.109,,0.2,0.722,1.76,83.05
BAT010579,Tesla,,49.05,858.0,17.79,1.151,1.396,54.13,2.5,0.077,0.8,89.9
BAT005542,CATL,NMC,86.66,1150.0,24.45,1.782,1.34,66.36,1.2,0.468,2.55,78.69
BAT011429,Tesla,NMC,86.14,820.0,36.92,1.11,1.072,43.29,0.3,0.686,1.5,79.2
BAT006173,Tesla,NMC,71.93,400.0,25.13,0.853,1.131,61.07,1.7,0.43,3.25,86.01
BAT001541,CATL,NMC,59.31,466.0,17.6,1.312,,57.45,1.2,0.379,0.93,90.4
BAT009410,,NMC,81.14,689.0,22.19,0.5,1.996,61.93,13.7,0.074,4.39,89.47
BAT002682,BYD,LFP,67.6,1443.0,18.81,0.5,0.998,63.5,3.1,0.465,6.75,78.15
BAT014825,LG Chem,NMC,102.09,425.0,25.03,1.598,1.257,52.81,,0.072,8.12,84.85
BAT011186,Samsung SDI,NMC,84.91,368.0,19.12,0.714,1.029,,9.5,0.043,2.24,91.15
BAT013705,LG Chem,NMC,64.65,566.0,32.61,0.795,1.042,34.65,7.3,0.042,1.34,89.94
BAT006314,Panasonic,LFP,67.48,767.0,18.16,1.806,0.672,65.67,7.6,0.074,0.28,90.76
BAT001192,CATL,NMC,72.99,,21.87,1.566,1.685,68.44,2.4,0.308,,92.29
BAT013965,BYD,NMC,78.96,207.0,,0.5,1.478,49.96,6.3,0.393,4.4,86.54
BAT005294,Tesla,NCA,86.6,285.0,13.15,0.97,0.5,54.27,0.8,0.516,0.62,92.44
BAT001543,CATL,LFP,94.84,888.0,26.42,0.927,0.5,40.93,0.5,0.176,0.83,88.15
BAT011494,BYD,LFP,51.46,912.0,22.39,0.858,0.5,79.61,2.3,0.635,0.97,88.1
BAT011517,Panasonic,LFP,53.6,493.0,31.32,0.67,1.029,49.11,8.8,0.393,2.52,86.91
BAT007057,BYD,NMC,80.52,396.0,11.39,1.085,1.474,77.5,0.4,,2.32,87.97
BAT002540,BYD,NMC,76.71,520.0,32.13,0.798,1.578,40.76,0.4,0.113,1.28,92.03
BAT000954,Samsung SDI,NMC,54.77,287.0,,0.921,1.01,33.92,1.6,0.017,2.28,95.02
BAT007242,Samsung SDI,NMC,93.29,703.0,29.9,2.088,0.998,57.29,6.9,0.397,0.47,88.89
BAT006732,Panasonic,NCA,88.25,1405.0,29.69,1.323,0.693,59.11,2.2,0.16,2.06,77.75
BAT004847,Samsung SDI,,85.13,789.0,49.12,0.5,0.77,74.93,8.6,0.195,0.21,83.62
BAT006802,,NMC,86.52,180.0,24.41,0.5,0.729,88.6,3.0,0.134,5.35,91.63
BAT008011,BYD,NCA,59.15,799.0,10.31,1.403,0.917,38.76,5.2,0.379,12.0,70.53
BAT004331,Panasonic,NMC,75.29,653.0,25.72,0.792,1.125,66.29,5.6,0.088,0.37,89.76
BAT008925,Tesla,NMC,80.35,908.0,33.36,0.5,1.008,71.6,7.2,,4.81,81.63
BAT005335,Samsung SDI,LFP,63.45,1669.0,26.48,0.887,1.139,61.37,8.9,0.064,0.7,85.99
BAT007331,Panasonic,LFP,87.97,756.0,41.12,1.545,0.866,62.45,4.4,0.612,,83.02
BAT009349,,LFP,72.91,603.0,15.58,0.981,0.893,42.95,5.2,0.476,3.01,91.19
BAT004730,Tesla,LFP,93.39,813.0,34.74,0.5,0.5,,3.7,0.129,1.62,91.11
BAT011487,Panasonic,NCA,96.82,337.0,45.49,0.516,0.634,49.48,5.8,0.294,2.37,82.34
BAT006542,BYD,NMC,70.97,1761.0,33.39,0.5,0.893,57.64,,0.08,0.22,78.31
BAT011175,Samsung SDI,NMC,76.95,599.0,16.93,2.63,1.546,65.92,2.0,0.361,1.54,89.99
BAT005306,CATL,LFP,47.78,839.0,,0.5,0.977,53.78,,0.298,0.3,90.35
BAT005162,Tesla,NCA,54.2,52.0,25.21,0.746,0.826,10.0,16.1,0.054,0.74,97.68
BAT007861,Tesla,NMC,67.0,859.0,20.81,0.751,1.139,48.47,1.0,0.595,3.99,79.91
BAT002157,Tesla,LFP,45.99,,27.93,1.966,0.92,88.42,1.6,0.061,0.27,86.27
BAT001063,BYD,NMC,66.22,907.0,18.74,1.096,0.721,44.35,4.4,0.34,1.18,82.85
BAT010809,BYD,LFP,80.48,447.0,47.1,,0.931,54.94,7.2,0.214,,83.69
BAT001168,LG Chem,NCA,59.59,604.0,18.87,0.827,0.5,43.15,5.9,,1.8,88.96
BAT011415,LG Chem,NMC,57.42,428.0,22.03,0.5,0.794,37.19,1.8,0.193,1.6,92.19
BAT003637,Samsung SDI,LFP,54.29,658.0,26.51,1.353,1.425,53.13,2.8,0.365,0.38,89.89
BAT007652,Tesla,NMC,62.12,1257.0,29.11,2.407,,59.55,6.3,0.238,2.42,80.58
BAT005589,Samsung SDI,NCA,58.42,908.0,34.25,2.088,0.657,77.65,4.4,0.434,6.86,73.06
BAT011131,BYD,NMC,,679.0,28.37,,1.127,46.16,0.2,,1.29,92.1
BAT007193,LG Chem,NMC,85.21,594.0,,1.744,0.855,65.24,1.8,0.207,0.49,89.98
BAT004492,CATL,NCA,87.72,631.0,,0.5,1.477,48.77,5.0,0.428,3.51,83.87
BAT007267,Tesla,LFP,61.33,471.0,18.59,1.387,0.694,,1.2,0.104,2.67,89.9
BAT011333,Samsung SDI,NMC,73.03,889.0,25.79,0.976,0.724,56.42,5.4,0.722,1.97,86.18
BAT004981,Samsung SDI,NCA,58.43,784.0,22.26,0.529,1.088,55.89,7.1,0.08,0.75,38.59
BAT008336,LG Chem,NCA,79.46,379.0,19.24,0.5,0.881,63.79,0.3,0.137,0.94,88.47
BAT014930,LG Chem,NCA,77.22,561.0,11.9,1.567,1.177,72.46,7.4,0.201,2.7,87.5
BAT011770,Tesla,LFP,89.78,583.0,17.66,0.766,1.449,34.35,0.4,0.139,0.51,89.51
BAT004947,CATL,NMC,85.9,528.0,26.15,1.256,0.806,68.53,1.5,0.377,1.32,90.02
BAT002783,,NMC,79.51,1866.0,31.16,0.878,0.977,69.0,0.4,0.181,2.11,75.93
BAT000718,Samsung SDI,LFP,97.56,558.0,25.34,1.298,0.666,47.56,2.9,0.175,5.6,91.6
BAT010012,BYD,NMC,81.07,2047.0,31.47,1.349,0.787,43.28,11.2,0.136,4.26,71.11
BAT002503,CATL,NCA,67.28,567.0,22.18,1.866,1.129,44.58,5.1,0.094,3.97,88.18
BAT004361,Tesla,NMC,79.47,743.0,26.46,0.822,1.063,51.58,2.7,0.437,,84.09
BAT004172,Samsung SDI,NCA,82.48,215.0,20.86,0.869,0.797,62.52,8.1,0.546,2.46,86.51
BAT008083,Panasonic,NCA,71.82,300.0,13.0,0.5,1.038,54.38,2.5,0.227,0.42,95.82
BAT014642,BYD,NCA,99.38,682.0,15.58,0.5,1.113,74.49,3.2,0.024,4.13,86.81
BAT000396,Samsung SDI,NMC,97.7,1013.0,20.18,0.5,0.721,47.46,1.9,0.446,3.46,84.88
BAT013924,Tesla,LFP,72.4,854.0,21.88,1.482,,45.55,,0.151,0.84,92.87
BAT007187,CATL,NMC,74.21,351.0,,0.859,1.856,62.92,2.0,0.356,0.1,94.16
BAT014735,CATL,LFP,49.34,700.0,29.15,0.5,,66.38,1.0,0.243,2.5,90.33
BAT004493,CATL,LFP,79.33,588.0,29.12,0.553,0.5,58.8,0.0,0.048,0.93,96.93
BAT001366,Tesla,NMC,72.94,448.0,26.35,1.774,1.242,53.63,2.0,0.326,0.18,92.44
BAT014295,BYD,NMC,82.27,1342.0,23.37,0.669,0.848,57.24,,0.414,2.72,79.93
BAT014192,Tesla,NMC,85.33,902.0,41.4,1.286,1.129,72.77,3.3,0.281,2.04,78.13
BAT008788,BYD,,69.7,712.0,10.39,1.352,1.086,64.92,,0.218,0.72,91.88
BAT012145,LG Chem,NMC,77.85,536.0,28.33,0.796,1.52,68.08,0.2,0.194,1.57,91.28
BAT013585,Panasonic,LFP,60.7,449.0,23.76,1.165,1.251,69.17,4.0,0.408,,
BAT005918,CATL,LFP,93.19,488.0,27.45,0.869,1.136,48.04,3.8,0.155,3.76,91.15
BAT004969,Samsung SDI,LFP,40.0,559.0,15.19,1.241,1.132,44.66,7.8,0.167,5.43,88.68
BAT002915,Panasonic,NMC,91.81,2215.0,16.73,1.182,0.5,61.2,,0.146,0.47,74.35
BAT010519,BYD,NMC,86.2,83.0,14.63,1.716,0.863,41.28,,0.075,0.74,99.53
BAT005645,CATL,NMC,74.81,1066.0,31.95,0.744,1.777,82.0,,0.147,0.88,87.75
BAT003767,CATL,LFP,81.72,93.0,33.43,0.741,1.418,47.5,7.2,0.174,1.78,91.5
BAT003441,Panasonic,NMC,60.92,594.0,21.63,1.212,0.899,64.18,10.6,0.276,1.23,92.36
BAT012044,LG Chem,LFP,,430.0,39.35,0.889,0.638,,5.7,0.629,1.0,83.36
BAT012325,Panasonic,LFP,93.1,,29.37,1.767,1.535,61.49,21.5,0.811,5.47,82.61
BAT007358,Samsung SDI,NMC,82.41,700.0,,1.33,1.551,60.98,4.7,0.032,,87.86
BAT006807,BYD,NMC,80.37,1068.0,29.86,0.518,0.886,38.47,6.0,0.365,6.28,76.92
BAT009880,CATL,NMC,71.39,304.0,25.24,0.511,0.928,47.16,,0.217,0.38,95.39
BAT002144,Panasonic,LFP,55.79,896.0,18.56,1.355,0.866,32.1,3.0,0.391,2.04,87.22
BAT005105,Panasonic,LFP,78.02,578.0,20.69,0.95,1.672,37.12,2.6,0.283,5.39,
BAT005074,Tesla,LFP,73.6,277.0,22.51,1.177,0.967,61.93,7.0,0.017,1.15,96.21
BAT001572,Tesla,NMC,90.27,242.0,26.83,1.46,1.9,,0.1,0.625,6.07,83.54
BAT004080,Panasonic,NCA,65.43,158.0,25.5,2.319,1.309,54.5,0.5,0.297,0.18,93.14
BAT001123,BYD,NMC,75.16,804.0,16.99,1.562,1.365,57.39,3.0,0.56,0.63,86.18
BAT002787,Samsung SDI,NMC,79.77,606.0,18.26,0.521,1.291,58.49,10.7,0.48,2.93,85.48
BAT002968,CATL,NMC,65.44,1096.0,22.04,1.136,0.867,56.85,0.4,0.053,0.61,
BAT002505,Panasonic,LFP,70.23,672.0,24.4,0.5,0.969,42.05,4.4,0.448,0.63,87.25
BAT005989,,LFP,70.34,50.0,24.65,1.398,0.72,72.42,7.0,0.225,3.4,93.41
BAT011658,Samsung SDI,,71.64,187.0,,0.5,0.5,51.19,5.0,0.236,,95.76
BAT008868,CATL,NMC,,457.0,8.76,2.236,0.884,54.96,0.7,0.089,0.96,92.7
BAT011001,CATL,NMC,82.23,947.0,25.35,0.652,1.201,60.85,5.8,0.437,2.16,88.02
BAT007165,BYD,NMC,89.05,1582.0,27.92,0.574,1.647,52.67,6.7,0.08,,83.22
BAT011541,BYD,LFP,52.37,272.0,30.54,0.5,0.682,44.11,1.4,0.064,0.45,94.82
BAT000729,Panasonic,NMC,63.67,702.0,26.24,1.159,1.341,77.37,0.9,0.321,2.91,84.09
BAT007588,BYD,NMC,54.62,554.0,13.66,1.083,0.625,63.91,1.5,0.012,,96.44
BAT007544,Samsung SDI,NCA,78.62,744.0,20.81,0.5,1.575,44.15,2.6,0.382,2.96,86.96
BAT000413,Samsung SDI,NCA,81.07,502.0,10.67,,0.847,28.71,1.0,0.304,1.78,89.07
BAT011339,BYD,LFP,74.03,1788.0,28.33,,1.084,34.94,,0.452,0.22,80.66
BAT009709,Panasonic,LFP,92.88,1342.0,23.72,1.915,0.597,,0.7,0.179,,85.83
BAT005746,CATL,NCA,92.34,50.0,19.72,0.741,0.5,34.34,3.4,0.271,3.07,87.7
BAT007669,BYD,NMC,86.65,708.0,21.01,2.202,1.54,63.03,,0.07,2.59,89.49
BAT000826,Samsung SDI,NMC,77.73,319.0,30.76,0.5,0.5,53.87,4.3,0.078,0.92,92.75
BAT003268,CATL,NMC,62.33,50.0,27.87,1.946,1.174,39.29,1.7,0.401,1.38,96.41
BAT003975,Panasonic,NMC,104.14,64.0,34.27,1.813,1.124,76.76,0.3,0.139,1.29,95.37
BAT008809,Tesla,NMC,98.18,879.0,25.61,0.5,1.588,55.13,2.8,0.368,5.02,81.62
BAT008307,Tesla,NCA,70.43,883.0,34.65,,1.263,32.13,0.4,0.151,1.49,79.15
BAT000418,Panasonic,NMC,54.2,193.0,35.35,0.804,1.286,39.51,8.6,0.17,2.58,92.09
BAT011262,Panasonic,NCA,81.74,1697.0,19.85,0.5,1.295,51.69,1.4,0.659,5.56,62.46
BAT009818,,NMC,85.55,676.0,18.24,0.66,0.964,,0.3,0.305,0.33,92.85
BAT006749,Samsung SDI,NMC,67.24,1274.0,,1.228,0.5,40.61,5.9,0.162,0.13,84.24
BAT008968,,NMC,87.77,50.0,-7.57,0.5,1.714,51.61,6.5,0.271,0.1,97.01
BAT012378,BYD,NMC,,475.0,29.9,0.66,0.5,38.62,0.2,0.57,0.61,87.55
BAT011089,LG Chem,LFP,74.45,1158.0,6.31,1.197,1.36,33.88,20.7,0.138,4.73,83.18
BAT014474,BYD,NMC,78.31,1412.0,22.06,0.573,1.236,48.37,2.1,0.296,1.59,82.2
BAT002083,LG Chem,NMC,71.53,394.0,25.14,1.549,1.374,50.01,0.4,0.075,0.99,94.66
BAT008946,BYD,LFP,56.09,651.0,26.08,1.831,0.5,64.15,0.1,0.324,0.42,90.0
BAT010739,Panasonic,LFP,70.12,450.0,34.98,0.5,1.256,42.87,9.7,0.196,3.96,89.18
BAT012162,CATL,LFP,59.48,1449.0,24.03,,1.68,67.49,2.8,0.108,4.09,82.54
BAT003374,CATL,NCA,82.04,709.0,19.45,0.957,1.122,65.26,7.5,,1.47,87.85
BAT005727,,LFP,55.53,463.0,25.22,0.5,0.907,90.0,2.8,0.028,0.7,96.37
BAT004108,Tesla,NMC,,498.0,47.97,1.21,1.293,54.48,2.7,0.072,3.55,83.25
BAT010637,LG Chem,LFP,88.55,805.0,,1.543,1.317,47.11,1.4,0.144,,94.54
BAT004381,Tesla,LFP,50.22,935.0,18.45,0.96,0.5,57.34,0.5,0.432,0.2,89.16
BAT007724,BYD,NMC,96.59,2047.0,27.88,0.5,,76.18,,0.097,,76.61
BAT001067,Panasonic,NMC,89.55,450.0,27.55,0.595,0.741,,2.7,0.115,2.13,89.25
BAT003914,Samsung SDI,LFP,,519.0,28.26,1.101,0.962,63.25,0.3,0.328,0.42,
BAT013480,BYD,NMC,44.52,777.0,14.77,1.453,1.136,75.0,3.9,0.129,0.35,91.18
BAT005537,Tesla,NMC,88.72,386.0,31.96,1.064,0.728,59.53,0.9,0.49,0.43,88.08
